strategy,optimizer,asset,asset_class,frequency,iteration,candidate_id,params_json,train_net_sharpe,train_gross_sharpe,train_sharpe,train_net_return,train_return,train_volatility,train_max_drawdown,train_trade_count,train_total_cost,train_turnover,cost_bps,valid
Strategy0 / Baseline,NES,GLD,commodities,15min,4,35,"{""entry_interval"": 56, ""lookback"": 5, ""vol_target"": 0.045419}",-0.797606,1.867492,-0.797606,-14.209569,-14.209569,76.605946,-39.358088,556,33108.539714,0.087139,1.5,True
Strategy0 / Baseline,NES,GLD,commodities,15min,4,36,"{""entry_interval"": 60, ""lookback"": 11, ""vol_target"": 0.043791}",-1.990072,0.665945,-1.990072,-25.723923,-25.723923,75.578565,-35.652859,545,29505.041197,0.077655,1.5,True
Strategy0 / Baseline,NES,GLD,commodities,15min,4,37,"{""entry_interval"": 55, ""lookback"": 5, ""vol_target"": 0.049515}",-0.797606,1.867492,-0.797606,-14.209569,-14.209569,76.605946,-39.358088,556,33108.539714,0.087139,1.5,True
Strategy0 / Baseline,NES,GLD,commodities,15min,4,38,"{""entry_interval"": 60, ""lookback"": 5, ""vol_target"": 0.05}",-0.797606,1.867492,-0.797606,-14.209569,-14.209569,76.605946,-39.358088,556,33108.539714,0.087139,1.5,True
Strategy0 / Baseline,NES,GLD,commodities,15min,4,39,"{""entry_interval"": 60, ""lookback"": 7, ""vol_target"": 0.05}",-1.83126,0.925482,-1.83126,-24.988986,-24.988986,75.443021,-36.809357,566,31976.252565,0.084159,1.5,True
Strategy0 / Baseline,NES,GLD,commodities,15min,4,40,"{""entry_interval"": 50, ""lookback"": 5, ""vol_target"": 0.05}",-0.797606,1.867492,-0.797606,-14.209569,-14.209569,76.605946,-39.358088,556,33108.539714,0.087139,1.5,True
Strategy0 / Baseline,NES,GLD,commodities,15min,5,41,"{""entry_interval"": 34, ""lookback"": 5, ""vol_target"": 0.047671}",-0.797606,1.867492,-0.797606,-14.209569,-14.209569,76.605946,-39.358088,556,33108.539714,0.087139,1.5,True
Strategy0 / Baseline,NES,GLD,commodities,15min,5,42,"{""entry_interval"": 39, ""lookback"": 7, ""vol_target"": 0.05}",-1.83126,0.925482,-1.83126,-24.988986,-24.988986,75.443021,-36.809357,566,31976.252565,0.084159,1.5,True
Strategy0 / Baseline,NES,GLD,commodities,15min,5,43,"{""entry_interval"": 39, ""lookback"": 5, ""vol_target"": 0.046784}",-0.797606,1.867492,-0.797606,-14.209569,-14.209569,76.605946,-39.358088,556,33108.539714,0.087139,1.5,True
Strategy0 / Baseline,NES,GLD,commodities,15min,5,44,"{""entry_interval"": 24, ""lookback"": 5, ""vol_target"": 0.041127}",-0.797606,1.867492,-0.797606,-14.209569,-14.209569,76.605946,-39.358088,556,33108.539714,0.087139,1.5,True
Strategy0 / Baseline,NES,GLD,commodities,15min,5,45,"{""entry_interval"": 32, ""lookback"": 12, ""vol_target"": 0.05}",-2.167869,0.38639,-2.167869,-27.193314,-27.193314,75.817445,-34.946009,539,27861.660668,0.07333,1.5,True
Strategy0 / Baseline,NES,GLD,commodities,15min,5,46,"{""entry_interval"": 27, ""lookback"": 5, ""vol_target"": 0.045053}",-0.797606,1.867492,-0.797606,-14.209569,-14.209569,76.605946,-39.358088,556,33108.539714,0.087139,1.5,True
Strategy0 / Baseline,NES,GLD,commodities,15min,5,47,"{""entry_interval"": 26, ""lookback"": 6, ""vol_target"": 0.05}",0.10369,2.829615,0.10369,-3.059951,-3.059951,72.219313,-25.187309,553,33723.417628,0.088758,1.5,True
Strategy0 / Baseline,NES,GLD,commodities,15min,5,48,"{""entry_interval"": 42, ""lookback"": 6, ""vol_target"": 0.05}",0.10369,2.829615,0.10369,-3.059951,-3.059951,72.219313,-25.187309,553,33723.417628,0.088758,1.5,True
Strategy0 / Baseline,NES,GLD,commodities,15min,6,49,"{""entry_interval"": 30, ""lookback"": 5, ""vol_target"": 0.05}",-2.862179,0.300518,-2.862179,-39.787706,-39.787706,59.715987,-43.90278,881,40641.370899,0.106965,1.5,True
Strategy0 / Baseline,NES,GLD,commodities,15min,6,50,"{""entry_interval"": 30, ""lookback"": 8, ""vol_target"": 0.047117}",-1.411257,1.913285,-1.411257,-23.48801,-23.48801,59.829212,-27.774394,858,46885.722564,0.1234,1.5,True
Strategy0 / Baseline,NES,GLD,commodities,15min,6,51,"{""entry_interval"": 32, ""lookback"": 7, ""vol_target"": 0.047913}",-1.83126,0.925482,-1.83126,-24.988986,-24.988986,75.443021,-36.809357,566,31976.252565,0.084159,1.5,True
Strategy0 / Baseline,NES,GLD,commodities,15min,6,52,"{""entry_interval"": 26, ""lookback"": 5, ""vol_target"": 0.04755}",-0.797606,1.867492,-0.797606,-14.209569,-14.209569,76.605946,-39.358088,556,33108.539714,0.087139,1.5,True
Strategy0 / Baseline,NES,GLD,commodities,15min,6,53,"{""entry_interval"": 28, ""lookback"": 8, ""vol_target"": 0.046646}",-1.581834,1.130965,-1.581834,-21.78472,-21.78472,74.564874,-29.323706,553,30989.233581,0.081561,1.5,True
Strategy0 / Baseline,NES,GLD,commodities,15min,6,54,"{""entry_interval"": 28, ""lookback"": 5, ""vol_target"": 0.05}",-0.797606,1.867492,-0.797606,-14.209569,-14.209569,76.605946,-39.358088,556,33108.539714,0.087139,1.5,True
Strategy0 / Baseline,NES,GLD,commodities,15min,6,55,"{""entry_interval"": 25, ""lookback"": 5, ""vol_target"": 0.05}",-0.797606,1.867492,-0.797606,-14.209569,-14.209569,76.605946,-39.358088,556,33108.539714,0.087139,1.5,True
Strategy0 / Baseline,NES,GLD,commodities,15min,6,56,"{""entry_interval"": 32, ""lookback"": 7, ""vol_target"": 0.05}",-1.83126,0.925482,-1.83126,-24.988986,-24.988986,75.443021,-36.809357,566,31976.252565,0.084159,1.5,True
Strategy0 / Baseline,NES,GLD,commodities,15min,7,57,"{""entry_interval"": 10, ""lookback"": 5, ""vol_target"": 0.047875}",-2.862179,0.300518,-2.862179,-39.787706,-39.787706,59.715987,-43.90278,881,40641.370899,0.106965,1.5,True
Strategy0 / Baseline,NES,GLD,commodities,15min,7,58,"{""entry_interval"": 16, ""lookback"": 5, ""vol_target"": 0.047834}",-0.797606,1.867492,-0.797606,-14.209569,-14.209569,76.605946,-39.358088,556,33108.539714,0.087139,1.5,True
Strategy0 / Baseline,NES,GLD,commodities,15min,7,59,"{""entry_interval"": 10, ""lookback"": 7, ""vol_target"": 0.044043}",-0.877089,2.386776,-0.877089,-17.325302,-17.325302,60.648988,-23.171264,872,49626.088864,0.130612,1.5,True
Strategy0 / Baseline,NES,GLD,commodities,15min,7,60,"{""entry_interval"": 10, ""lookback"": 5, ""vol_target"": 0.033645}",-2.862179,0.300518,-2.862179,-39.787706,-39.787706,59.715987,-43.90278,881,40641.370899,0.106965,1.5,True
Strategy0 / Baseline,NES,GLD,commodities,15min,7,61,"{""entry_interval"": 16, ""lookback"": 9, ""vol_target"": 0.041501}",-0.525752,2.165312,-0.525752,-10.66885,-10.66885,75.447548,-29.249109,544,32895.748478,0.086579,1.5,True
Strategy0 / Baseline,NES,GLD,commodities,15min,7,62,"{""entry_interval"": 10, ""lookback"": 5, ""vol_target"": 0.041542}",-2.862179,0.300518,-2.862179,-39.787706,-39.787706,59.715987,-43.90278,881,40641.370899,0.106965,1.5,True
Strategy0 / Baseline,NES,GLD,commodities,15min,7,63,"{""entry_interval"": 16, ""lookback"": 5, ""vol_target"": 0.045332}",-0.797606,1.867492,-0.797606,-14.209569,-14.209569,76.605946,-39.358088,556,33108.539714,0.087139,1.5,True
Strategy0 / Baseline,NES,GLD,commodities,15min,7,64,"{""entry_interval"": 24, ""lookback"": 5, ""vol_target"": 0.05}",-0.797606,1.867492,-0.797606,-14.209569,-14.209569,76.605946,-39.358088,556,33108.539714,0.087139,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,0,1,"{""entry_interval"": 37, ""lookback"": 15, ""vol_target"": 0.011576}",-2.377546,-1.012539,-2.377546,-12.840547,-12.840547,32.935609,-13.254523,538,6929.68148,0.018238,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,0,2,"{""entry_interval"": 18, ""lookback"": 18, ""vol_target"": 0.005}",-2.472259,-1.1311,-2.472259,-5.50594,-5.50594,13.807328,-5.601848,529,2910.401466,0.00766,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,0,3,"{""entry_interval"": 30, ""lookback"": 15, ""vol_target"": 0.017438}",-2.205688,-0.445111,-2.205688,-21.078372,-21.078372,38.85613,-22.720352,832,15580.85523,0.041008,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,0,4,"{""entry_interval"": 37, ""lookback"": 10, ""vol_target"": 0.027123}",-2.235455,-0.956953,-2.235455,-36.14824,-36.14824,98.132379,-37.898548,550,17598.368681,0.046318,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,0,5,"{""entry_interval"": 23, ""lookback"": 13, ""vol_target"": 0.028424}",-2.470543,-1.215831,-2.470543,-39.941059,-39.941059,105.138584,-40.836747,531,17502.650437,0.046066,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,0,6,"{""entry_interval"": 42, ""lookback"": 10, ""vol_target"": 0.035803}",-2.235545,-1.006099,-2.235545,-46.528227,-46.528227,129.528553,-48.343628,550,21175.932616,0.055733,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,0,7,"{""entry_interval"": 30, ""lookback"": 13, ""vol_target"": 0.022562}",-2.146098,-0.452664,-2.146098,-33.822802,-33.822802,66.318857,-36.096759,824,23626.558074,0.062183,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,0,8,"{""entry_interval"": 23, ""lookback"": 18, ""vol_target"": 0.012877}",-2.47232,-1.152408,-2.47232,-14.106725,-14.106725,35.557795,-14.330939,529,7071.508355,0.018612,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,1,9,"{""entry_interval"": 60, ""lookback"": 5, ""vol_target"": 0.05}",-1.886319,-0.680862,-1.886319,-45.395277,-45.395277,139.155457,-48.58501,553,23090.455036,0.060772,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,1,10,"{""entry_interval"": 52, ""lookback"": 5, ""vol_target"": 0.05}",-1.886319,-0.680862,-1.886319,-45.395277,-45.395277,139.155457,-48.58501,553,23090.455036,0.060772,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,1,11,"{""entry_interval"": 58, ""lookback"": 9, ""vol_target"": 0.049608}",-1.785679,-0.558933,-1.785679,-44.667324,-44.667324,141.511064,-45.783098,551,23921.945082,0.062961,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,1,12,"{""entry_interval"": 59, ""lookback"": 5, ""vol_target"": 0.05}",-1.886319,-0.680862,-1.886319,-45.395277,-45.395277,139.155457,-48.58501,553,23090.455036,0.060772,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,1,13,"{""entry_interval"": 56, ""lookback"": 5, ""vol_target"": 0.041143}",-1.886319,-0.680862,-1.886319,-45.395277,-45.395277,139.155457,-48.58501,553,23090.455036,0.060772,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,1,14,"{""entry_interval"": 60, ""lookback"": 9, ""vol_target"": 0.047103}",-1.785679,-0.558933,-1.785679,-44.667324,-44.667324,141.511064,-45.783098,551,23921.945082,0.062961,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,1,15,"{""entry_interval"": 60, ""lookback"": 5, ""vol_target"": 0.05}",-1.886319,-0.680862,-1.886319,-45.395277,-45.395277,139.155457,-48.58501,553,23090.455036,0.060772,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,1,16,"{""entry_interval"": 60, ""lookback"": 8, ""vol_target"": 0.040394}",-2.616142,-1.461523,-2.616142,-54.028171,-54.028171,139.68065,-54.937307,551,20786.621147,0.054709,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,2,17,"{""entry_interval"": 60, ""lookback"": 5, ""vol_target"": 0.047316}",-1.886319,-0.680862,-1.886319,-45.395277,-45.395277,139.155457,-48.58501,553,23090.455036,0.060772,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,2,18,"{""entry_interval"": 60, ""lookback"": 7, ""vol_target"": 0.05}",-3.426476,-2.144805,-3.426476,-61.710569,-61.710569,137.863762,-62.116385,555,20565.726113,0.054127,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,2,19,"{""entry_interval"": 55, ""lookback"": 14, ""vol_target"": 0.046903}",-3.063856,-1.892079,-3.063856,-58.688547,-58.688547,144.389521,-59.521585,531,19703.037313,0.051857,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,2,20,"{""entry_interval"": 60, ""lookback"": 5, ""vol_target"": 0.05}",-1.886319,-0.680862,-1.886319,-45.395277,-45.395277,139.155457,-48.58501,553,23090.455036,0.060772,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,2,21,"{""entry_interval"": 54, ""lookback"": 7, ""vol_target"": 0.05}",-3.426476,-2.144805,-3.426476,-61.710569,-61.710569,137.863762,-62.116385,555,20565.726113,0.054127,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,2,22,"{""entry_interval"": 55, ""lookback"": 5, ""vol_target"": 0.046854}",-1.886319,-0.680862,-1.886319,-45.395277,-45.395277,139.155457,-48.58501,553,23090.455036,0.060772,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,2,23,"{""entry_interval"": 60, ""lookback"": 5, ""vol_target"": 0.05}",-1.886319,-0.680862,-1.886319,-45.395277,-45.395277,139.155457,-48.58501,553,23090.455036,0.060772,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,2,24,"{""entry_interval"": 49, ""lookback"": 8, ""vol_target"": 0.045305}",-2.61615,-1.468292,-2.61615,-54.885855,-54.885855,142.4718,-55.795574,551,20992.766302,0.055251,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,3,25,"{""entry_interval"": 53, ""lookback"": 5, ""vol_target"": 0.04105}",-1.886319,-0.680862,-1.886319,-45.395277,-45.395277,139.155457,-48.58501,553,23090.455036,0.060772,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,3,26,"{""entry_interval"": 60, ""lookback"": 8, ""vol_target"": 0.05}",-2.61615,-1.468292,-2.61615,-54.885855,-54.885855,142.4718,-55.795574,551,20992.766302,0.055251,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,3,27,"{""entry_interval"": 60, ""lookback"": 5, ""vol_target"": 0.048977}",-1.886319,-0.680862,-1.886319,-45.395277,-45.395277,139.155457,-48.58501,553,23090.455036,0.060772,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,3,28,"{""entry_interval"": 60, ""lookback"": 6, ""vol_target"": 0.05}",-1.972344,-0.723874,-1.972344,-46.410948,-46.410948,139.717397,-47.491563,549,23464.420233,0.061757,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,3,29,"{""entry_interval"": 60, ""lookback"": 5, ""vol_target"": 0.05}",-1.886319,-0.680862,-1.886319,-45.395277,-45.395277,139.155457,-48.58501,553,23090.455036,0.060772,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,3,30,"{""entry_interval"": 56, ""lookback"": 5, ""vol_target"": 0.041766}",-1.886319,-0.680862,-1.886319,-45.395277,-45.395277,139.155457,-48.58501,553,23090.455036,0.060772,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,3,31,"{""entry_interval"": 59, ""lookback"": 8, ""vol_target"": 0.045544}",-2.61615,-1.468292,-2.61615,-54.885855,-54.885855,142.4718,-55.795574,551,20992.766302,0.055251,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,3,32,"{""entry_interval"": 58, ""lookback"": 5, ""vol_target"": 0.040818}",-1.886319,-0.680862,-1.886319,-45.395277,-45.395277,139.155457,-48.58501,553,23090.455036,0.060772,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,4,33,"{""entry_interval"": 53, ""lookback"": 8, ""vol_target"": 0.036897}",-2.616107,-1.433223,-2.616107,-50.195355,-50.195355,127.591429,-51.096255,551,19813.133645,0.052147,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,4,34,"{""entry_interval"": 49, ""lookback"": 8, ""vol_target"": 0.025963}",-2.615997,-1.355482,-2.615997,-37.016159,-37.016159,89.788332,-37.82129,551,15856.38859,0.041733,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,4,35,"{""entry_interval"": 49, ""lookback"": 5, ""vol_target"": 0.031831}",-1.886319,-0.680862,-1.886319,-45.395277,-45.395277,139.155457,-48.58501,553,23090.455036,0.060772,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,4,36,"{""entry_interval"": 59, ""lookback"": 11, ""vol_target"": 0.030203}",-2.898582,-1.681612,-2.898582,-45.00704,-45.00704,106.114371,-45.844589,539,16868.851322,0.044398,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,4,37,"{""entry_interval"": 49, ""lookback"": 5, ""vol_target"": 0.035927}",-1.886319,-0.680862,-1.886319,-45.395277,-45.395277,139.155457,-48.58501,553,23090.455036,0.060772,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,4,38,"{""entry_interval"": 54, ""lookback"": 5, ""vol_target"": 0.046861}",-1.886319,-0.680862,-1.886319,-45.395277,-45.395277,139.155457,-48.58501,553,23090.455036,0.060772,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,4,39,"{""entry_interval"": 53, ""lookback"": 7, ""vol_target"": 0.040993}",-3.426447,-2.129888,-3.426447,-58.740686,-58.740686,128.577166,-59.148763,555,19866.18493,0.052286,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,4,40,"{""entry_interval"": 43, ""lookback"": 5, ""vol_target"": 0.042621}",-1.886319,-0.680862,-1.886319,-45.395277,-45.395277,139.155457,-48.58501,553,23090.455036,0.060772,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,5,41,"{""entry_interval"": 31, ""lookback"": 5, ""vol_target"": 0.046803}",-1.886319,-0.680862,-1.886319,-45.395277,-45.395277,139.155457,-48.58501,553,23090.455036,0.060772,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,5,42,"{""entry_interval"": 36, ""lookback"": 7, ""vol_target"": 0.05}",-3.426476,-2.144805,-3.426476,-61.710569,-61.710569,137.863762,-62.116385,555,20565.726113,0.054127,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,5,43,"{""entry_interval"": 36, ""lookback"": 5, ""vol_target"": 0.045916}",-1.886319,-0.680862,-1.886319,-45.395277,-45.395277,139.155457,-48.58501,553,23090.455036,0.060772,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,5,44,"{""entry_interval"": 21, ""lookback"": 5, ""vol_target"": 0.040259}",-1.886319,-0.680862,-1.886319,-45.395277,-45.395277,139.155457,-48.58501,553,23090.455036,0.060772,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,5,45,"{""entry_interval"": 28, ""lookback"": 12, ""vol_target"": 0.05}",-3.591846,-2.513926,-3.591846,-62.94017,-62.94017,142.471381,-63.687475,531,17698.739124,0.046582,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,5,46,"{""entry_interval"": 23, ""lookback"": 5, ""vol_target"": 0.044185}",-1.886319,-0.680862,-1.886319,-45.395277,-45.395277,139.155457,-48.58501,553,23090.455036,0.060772,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,5,47,"{""entry_interval"": 23, ""lookback"": 6, ""vol_target"": 0.05}",-1.972344,-0.723874,-1.972344,-46.410948,-46.410948,139.717397,-47.491563,549,23464.420233,0.061757,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,5,48,"{""entry_interval"": 38, ""lookback"": 6, ""vol_target"": 0.05}",-1.972344,-0.723874,-1.972344,-46.410948,-46.410948,139.717397,-47.491563,549,23464.420233,0.061757,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,6,49,"{""entry_interval"": 18, ""lookback"": 5, ""vol_target"": 0.031489}",-1.886319,-0.680862,-1.886319,-45.395277,-45.395277,139.155457,-48.58501,553,23090.455036,0.060772,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,6,50,"{""entry_interval"": 18, ""lookback"": 8, ""vol_target"": 0.025252}",-2.61599,-1.350992,-2.61599,-36.099676,-36.099676,87.329919,-36.894376,551,15547.813617,0.040921,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,6,51,"{""entry_interval"": 21, ""lookback"": 7, ""vol_target"": 0.026047}",-3.426302,-2.065202,-3.426302,-41.160751,-41.160751,81.706418,-41.531664,555,14996.789045,0.03947,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,6,52,"{""entry_interval"": 14, ""lookback"": 5, ""vol_target"": 0.025685}",-1.886319,-0.680862,-1.886319,-45.395277,-45.395277,139.155457,-48.58501,553,23090.455036,0.060772,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,6,53,"{""entry_interval"": 16, ""lookback"": 8, ""vol_target"": 0.02478}",-2.615985,-1.34805,-2.615985,-35.487484,-35.487484,85.697879,-36.274947,551,15339.334322,0.040372,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,6,54,"{""entry_interval"": 16, ""lookback"": 5, ""vol_target"": 0.031017}",-1.886319,-0.680862,-1.886319,-45.395277,-45.395277,139.155457,-48.58501,553,23090.455036,0.060772,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,6,55,"{""entry_interval"": 14, ""lookback"": 5, ""vol_target"": 0.030222}",-1.886319,-0.680862,-1.886319,-45.395277,-45.395277,139.155457,-48.58501,553,23090.455036,0.060772,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,6,56,"{""entry_interval"": 20, ""lookback"": 7, ""vol_target"": 0.030584}",-3.426346,-2.082877,-3.426346,-46.964648,-46.964648,95.935489,-47.356842,555,16727.848465,0.044026,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,7,57,"{""entry_interval"": 10, ""lookback"": 5, ""vol_target"": 0.039006}",-1.743255,-0.252781,-1.743255,-49.914776,-49.914776,110.682749,-52.807816,894,34566.982313,0.090978,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,7,58,"{""entry_interval"": 13, ""lookback"": 5, ""vol_target"": 0.038965}",-1.886319,-0.680862,-1.886319,-45.395277,-45.395277,139.155457,-48.58501,553,23090.455036,0.060772,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,7,59,"{""entry_interval"": 10, ""lookback"": 7, ""vol_target"": 0.035174}",-1.771974,-0.191833,-1.771974,-42.112598,-42.112598,91.297175,-44.52084,882,31153.146473,0.081993,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,7,60,"{""entry_interval"": 10, ""lookback"": 5, ""vol_target"": 0.024776}",-1.743255,-0.252781,-1.743255,-49.914776,-49.914776,110.682749,-52.807816,894,34566.982313,0.090978,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,7,61,"{""entry_interval"": 13, ""lookback"": 9, ""vol_target"": 0.032632}",-1.785612,-0.519536,-1.785612,-37.754288,-37.754288,118.728013,-38.810075,551,21332.337705,0.056145,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,7,62,"{""entry_interval"": 10, ""lookback"": 5, ""vol_target"": 0.032672}",-1.743255,-0.252781,-1.743255,-49.914776,-49.914776,110.682749,-52.807816,894,34566.982313,0.090978,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,7,63,"{""entry_interval"": 13, ""lookback"": 5, ""vol_target"": 0.036463}",-1.886319,-0.680862,-1.886319,-45.395277,-45.395277,139.155457,-48.58501,553,23090.455036,0.060772,1.5,True
Strategy0 / Baseline,NES,SLV,commodities,15min,7,64,"{""entry_interval"": 21, ""lookback"": 5, ""vol_target"": 0.046862}",-1.886319,-0.680862,-1.886319,-45.395277,-45.395277,139.155457,-48.58501,553,23090.455036,0.060772,1.5,True
Strategy0 / Baseline,NES,USO,commodities,15min,0,1,"{""entry_interval"": 37, ""lookback"": 15, ""vol_target"": 0.011576}",-2.395048,-1.274911,-2.395048,-33.875339,-33.875339,79.984598,-45.848976,607,13701.127826,0.03606,1.5,True
Strategy0 / Baseline,NES,USO,commodities,15min,0,2,"{""entry_interval"": 18, ""lookback"": 18, ""vol_target"": 0.005}",-3.319434,-2.150828,-3.319434,-20.186941,-20.186941,34.420707,-26.324989,615,6701.527655,0.017638,1.5,True
Strategy0 / Baseline,NES,USO,commodities,15min,0,3,"{""entry_interval"": 30, ""lookback"": 15, ""vol_target"": 0.017438}",-1.626309,-0.090585,-1.626309,-42.044123,-42.044123,91.945241,-54.744918,936,32187.666517,0.084716,1.5,True
Strategy0 / Baseline,NES,USO,commodities,15min,0,4,"{""entry_interval"": 37, ""lookback"": 10, ""vol_target"": 0.027123}",-1.974404,-1.029685,-1.974404,-56.110504,-56.110504,157.910025,-74.024856,620,21294.815866,0.056046,1.5,True
Strategy0 / Baseline,NES,USO,commodities,15min,0,5,"{""entry_interval"": 23, ""lookback"": 13, ""vol_target"": 0.028424}",-2.790772,-1.851992,-2.790772,-66.368019,-66.368019,158.302502,-76.579071,631,18754.367908,0.04936,1.5,True
